aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
57.0,93.4,2023-01-28:10,4.7,41.0,22.0,15.33,1.0,2023-01-28T17:00:00,2023-01-28T10:00:00,1674900000
50.0,70.0,2023-01-28:09,1.0,46.0,17.0,12.0,1.0,2023-01-28T16:00:00,2023-01-28T09:00:00,1674896400
51.0,69.8,2023-01-28:08,1.0,47.3,17.3,12.33,1.0,2023-01-28T15:00:00,2023-01-28T08:00:00,1674892800
51.0,69.6,2023-01-28:07,1.0,48.7,17.7,12.67,1.0,2023-01-28T14:00:00,2023-01-28T07:00:00,1674889200
52.0,69.4,2023-01-28:06,1.0,50.0,18.0,13.0,1.0,2023-01-28T13:00:00,2023-01-28T06:00:00,1674885600
54.0,77.0,2023-01-28:05,1.0,51.0,19.7,14.0,1.0,2023-01-28T12:00:00,2023-01-28T05:00:00,1674882000
56.0,84.6,2023-01-28:04,1.0,52.0,21.3,15.0,1.0,2023-01-28T11:00:00,2023-01-28T04:00:00,1674878400
59.0,92.2,2023-01-28:03,1.0,53.0,23.0,16.0,1.0,2023-01-28T10:00:00,2023-01-28T03:00:00,1674874800
67.0,107.6,2023-01-28:02,2.3,43.0,28.3,19.67,1.0,2023-01-28T09:00:00,2023-01-28T02:00:00,1674871200
74.0,122.9,2023-01-28:01,3.7,33.0,33.7,23.33,1.0,2023-01-28T08:00:00,2023-01-28T01:00:00,1674867600
82.0,138.3,2023-01-28:00,5.0,23.0,39.0,27.0,1.0,2023-01-28T07:00:00,2023-01-28T00:00:00,1674864000
78.0,130.1,2023-01-27:23,4.3,24.3,36.0,25.0,1.0,2023-01-28T06:00:00,2023-01-27T23:00:00,1674860400
74.0,122.0,2023-01-27:22,3.7,25.7,33.0,23.0,1.0,2023-01-28T05:00:00,2023-01-27T22:00:00,1674856800
69.0,113.8,2023-01-27:21,3.0,27.0,30.0,21.0,1.0,2023-01-28T04:00:00,2023-01-27T21:00:00,1674853200
72.0,121.4,2023-01-27:20,4.7,27.7,32.0,22.33,1.0,2023-01-28T03:00:00,2023-01-27T20:00:00,1674849600
75.0,129.0,2023-01-27:19,6.3,28.3,34.0,23.67,1.0,2023-01-28T02:00:00,2023-01-27T19:00:00,1674846000
78.0,136.6,2023-01-27:18,8.0,29.0,36.0,25.0,1.0,2023-01-28T01:00:00,2023-01-27T18:00:00,1674842400
79.0,142.4,2023-01-27:17,9.3,30.0,36.3,25.33,1.0,2023-01-28T00:00:00,2023-01-27T17:00:00,1674838800
80.0,148.2,2023-01-27:16,10.7,31.0,36.7,25.67,1.0,2023-01-27T23:00:00,2023-01-27T16:00:00,1674835200
80.0,154.1,2023-01-27:15,12.0,32.0,37.0,26.0,1.0,2023-01-27T22:00:00,2023-01-27T15:00:00,1674831600
81.0,156.6,2023-01-27:14,13.3,29.3,37.7,26.33,1.0,2023-01-27T21:00:00,2023-01-27T14:00:00,1674828000
82.0,159.1,2023-01-27:13,14.7,26.7,38.3,26.67,1.0,2023-01-27T20:00:00,2023-01-27T13:00:00,1674824400
82.0,161.7,2023-01-27:12,16.0,24.0,39.0,27.0,1.0,2023-01-27T19:00:00,2023-01-27T12:00:00,1674820800
70.0,132.5,2023-01-27:11,11.0,34.3,30.7,21.33,1.0,2023-01-27T18:00:00,2023-01-27T11:00:00,1674817200
58.0,103.3,2023-01-27:10,6.0,44.7,22.3,15.67,1.0,2023-01-27T17:00:00,2023-01-27T10:00:00,1674813600
42.0,74.1,2023-01-27:09,1.0,55.0,14.0,10.0,1.0,2023-01-27T16:00:00,2023-01-27T09:00:00,1674810000
43.0,73.9,2023-01-27:08,1.0,56.7,14.7,10.33,1.3,2023-01-27T15:00:00,2023-01-27T08:00:00,1674806400
44.0,73.7,2023-01-27:07,1.0,58.3,15.3,10.67,1.7000000000000002,2023-01-27T14:00:00,2023-01-27T07:00:00,1674802800
46.0,73.5,2023-01-27:06,1.0,60.0,16.0,11.0,2.0,2023-01-27T13:00:00,2023-01-27T06:00:00,1674799200
47.0,75.5,2023-01-27:05,1.0,57.7,16.3,11.33,2.0,2023-01-27T12:00:00,2023-01-27T05:00:00,1674795600
49.0,77.4,2023-01-27:04,1.0,55.3,16.7,11.67,2.0,2023-01-27T11:00:00,2023-01-27T04:00:00,1674792000
50.0,79.4,2023-01-27:03,1.0,53.0,17.0,12.0,2.0,2023-01-27T10:00:00,2023-01-27T03:00:00,1674788400
54.0,86.8,2023-01-27:02,1.7000000000000002,44.0,20.0,14.0,1.7000000000000002,2023-01-27T09:00:00,2023-01-27T02:00:00,1674784800
59.0,94.2,2023-01-27:01,2.3,35.0,23.0,16.0,1.3,2023-01-27T08:00:00,2023-01-27T01:00:00,1674781200
63.0,101.5,2023-01-27:00,3.0,26.0,26.0,18.0,1.0,2023-01-27T07:00:00,2023-01-27T00:00:00,1674777600
61.0,98.8,2023-01-26:23,3.0,26.3,24.3,17.0,1.0,2023-01-27T06:00:00,2023-01-26T23:00:00,1674774000
59.0,96.1,2023-01-26:22,3.0,26.7,22.7,16.0,1.0,2023-01-27T05:00:00,2023-01-26T22:00:00,1674770400
56.0,93.4,2023-01-26:21,3.0,27.0,21.0,15.0,1.0,2023-01-27T04:00:00,2023-01-26T21:00:00,1674766800
62.0,108.0,2023-01-26:20,4.7,26.3,24.7,17.67,1.0,2023-01-27T03:00:00,2023-01-26T20:00:00,1674763200
68.0,122.6,2023-01-26:19,6.3,25.7,28.3,20.33,1.0,2023-01-27T02:00:00,2023-01-26T19:00:00,1674759600
74.0,137.1,2023-01-26:18,8.0,25.0,32.0,23.0,1.0,2023-01-27T01:00:00,2023-01-26T18:00:00,1674756000
77.0,153.1,2023-01-26:17,10.7,22.7,34.3,24.33,0.7000000000000001,2023-01-27T00:00:00,2023-01-26T17:00:00,1674752400
80.0,169.0,2023-01-26:16,13.3,20.3,36.7,25.67,0.30000000000000004,2023-01-26T23:00:00,2023-01-26T16:00:00,1674748800
82.0,185.0,2023-01-26:15,16.0,18.0,39.0,27.0,0.0,2023-01-26T22:00:00,2023-01-26T15:00:00,1674745200
77.0,165.4,2023-01-26:14,14.7,20.0,35.0,24.33,0.0,2023-01-26T21:00:00,2023-01-26T14:00:00,1674741600
71.0,145.7,2023-01-26:13,13.3,22.0,31.0,21.67,0.0,2023-01-26T20:00:00,2023-01-26T13:00:00,1674738000
65.0,126.1,2023-01-26:12,12.0,24.0,27.0,19.0,0.0,2023-01-26T19:00:00,2023-01-26T12:00:00,1674734400
58.0,105.0,2023-01-26:11,8.3,31.3,22.3,15.67,0.30000000000000004,2023-01-26T18:00:00,2023-01-26T11:00:00,1674730800
51.0,84.0,2023-01-26:10,4.7,38.7,17.7,12.33,0.7000000000000001,2023-01-26T17:00:00,2023-01-26T10:00:00,1674727200
37.0,63.0,2023-01-26:09,1.0,46.0,13.0,9.0,1.0,2023-01-26T16:00:00,2023-01-26T09:00:00,1674723600
39.0,63.2,2023-01-26:08,1.0,48.7,13.3,9.33,1.0,2023-01-26T15:00:00,2023-01-26T08:00:00,1674720000
40.0,63.4,2023-01-26:07,1.0,51.3,13.7,9.67,1.0,2023-01-26T14:00:00,2023-01-26T07:00:00,1674716400
42.0,63.6,2023-01-26:06,1.0,54.0,14.0,10.0,1.0,2023-01-26T13:00:00,2023-01-26T06:00:00,1674712800
43.0,68.7,2023-01-26:05,1.0,52.3,14.7,10.33,1.3,2023-01-26T12:00:00,2023-01-26T05:00:00,1674709200
44.0,73.7,2023-01-26:04,1.0,50.7,15.3,10.67,1.7000000000000002,2023-01-26T11:00:00,2023-01-26T04:00:00,1674705600
46.0,78.8,2023-01-26:03,1.0,49.0,16.0,11.0,2.0,2023-01-26T10:00:00,2023-01-26T03:00:00,1674702000
53.0,90.1,2023-01-26:02,2.0,38.3,19.3,13.33,1.7000000000000002,2023-01-26T09:00:00,2023-01-26T02:00:00,1674698400
58.0,101.4,2023-01-26:01,3.0,27.7,22.7,15.67,1.3,2023-01-26T08:00:00,2023-01-26T01:00:00,1674694800
63.0,112.6,2023-01-26:00,4.0,17.0,26.0,18.0,1.0,2023-01-26T07:00:00,2023-01-26T00:00:00,1674691200
66.0,119.1,2023-01-25:23,4.7,16.3,28.0,19.33,0.7000000000000001,2023-01-26T06:00:00,2023-01-25T23:00:00,1674687600
69.0,125.5,2023-01-25:22,5.3,15.7,30.0,20.67,0.30000000000000004,2023-01-26T05:00:00,2023-01-25T22:00:00,1674684000
72.0,131.9,2023-01-25:21,6.0,15.0,32.0,22.0,0.0,2023-01-26T04:00:00,2023-01-25T21:00:00,1674680400
74.0,139.7,2023-01-25:20,7.3,15.7,33.7,23.33,0.30000000000000004,2023-01-26T03:00:00,2023-01-25T20:00:00,1674676800
77.0,147.5,2023-01-25:19,8.7,16.3,35.3,24.67,0.7000000000000001,2023-01-26T02:00:00,2023-01-25T19:00:00,1674673200
80.0,155.2,2023-01-25:18,10.0,17.0,37.0,26.0,1.0,2023-01-26T01:00:00,2023-01-25T18:00:00,1674669600
80.0,163.0,2023-01-25:17,12.3,16.3,37.0,26.0,1.0,2023-01-26T00:00:00,2023-01-25T17:00:00,1674666000
80.0,170.8,2023-01-25:16,14.7,15.7,37.0,26.0,1.0,2023-01-25T23:00:00,2023-01-25T16:00:00,1674662400
80.0,178.6,2023-01-25:15,17.0,15.0,37.0,26.0,1.0,2023-01-25T22:00:00,2023-01-25T15:00:00,1674658800
76.0,162.2,2023-01-25:14,15.3,18.7,34.3,24.0,1.0,2023-01-25T21:00:00,2023-01-25T14:00:00,1674655200
72.0,145.9,2023-01-25:13,13.7,22.3,31.7,22.0,1.0,2023-01-25T20:00:00,2023-01-25T13:00:00,1674651600
67.0,129.6,2023-01-25:12,12.0,26.0,29.0,20.0,1.0,2023-01-25T19:00:00,2023-01-25T12:00:00,1674648000
64.0,113.2,2023-01-25:11,9.0,31.0,26.3,18.33,1.0,2023-01-25T18:00:00,2023-01-25T11:00:00,1674644400
60.0,96.9,2023-01-25:10,6.0,36.0,23.7,16.67,1.0,2023-01-25T17:00:00,2023-01-25T10:00:00,1674640800
56.0,80.5,2023-01-25:09,3.0,41.0,21.0,15.0,1.0,2023-01-25T16:00:00,2023-01-25T09:00:00,1674637200
61.0,81.3,2023-01-25:08,3.0,38.3,24.0,17.0,1.0,2023-01-25T15:00:00,2023-01-25T08:00:00,1674633600
65.0,82.1,2023-01-25:07,3.0,35.7,27.0,19.0,1.0,2023-01-25T14:00:00,2023-01-25T07:00:00,1674630000
69.0,82.9,2023-01-25:06,3.0,33.0,30.0,21.0,1.0,2023-01-25T13:00:00,2023-01-25T06:00:00,1674626400
63.0,82.9,2023-01-25:05,3.0,32.0,25.7,18.0,1.0,2023-01-25T12:00:00,2023-01-25T05:00:00,1674622800
56.0,82.9,2023-01-25:04,3.0,31.0,21.3,15.0,1.0,2023-01-25T11:00:00,2023-01-25T04:00:00,1674619200
50.0,82.9,2023-01-25:03,3.0,30.0,17.0,12.0,1.0,2023-01-25T10:00:00,2023-01-25T03:00:00,1674615600
60.0,104.9,2023-01-25:02,3.7,26.0,23.7,16.67,1.0,2023-01-25T09:00:00,2023-01-25T02:00:00,1674612000
70.0,126.8,2023-01-25:01,4.3,22.0,30.3,21.33,1.0,2023-01-25T08:00:00,2023-01-25T01:00:00,1674608400
80.0,148.8,2023-01-25:00,5.0,18.0,37.0,26.0,1.0,2023-01-25T07:00:00,2023-01-25T00:00:00,1674604800
80.0,145.3,2023-01-24:23,5.0,18.0,36.3,25.67,1.0,2023-01-25T06:00:00,2023-01-24T23:00:00,1674601200
79.0,141.8,2023-01-24:22,5.0,18.0,35.7,25.33,1.0,2023-01-25T05:00:00,2023-01-24T22:00:00,1674597600
78.0,138.3,2023-01-24:21,5.0,18.0,35.0,25.0,1.0,2023-01-25T04:00:00,2023-01-24T21:00:00,1674594000
78.0,143.6,2023-01-24:20,6.3,19.3,35.3,25.0,1.0,2023-01-25T03:00:00,2023-01-24T20:00:00,1674590400
78.0,148.8,2023-01-24:19,7.7,20.7,35.7,25.0,1.0,2023-01-25T02:00:00,2023-01-24T19:00:00,1674586800
78.0,154.1,2023-01-24:18,9.0,22.0,36.0,25.0,1.0,2023-01-25T01:00:00,2023-01-24T18:00:00,1674583200
76.0,156.0,2023-01-24:17,10.0,21.7,34.7,24.0,0.7000000000000001,2023-01-25T00:00:00,2023-01-24T17:00:00,1674579600
74.0,158.0,2023-01-24:16,11.0,21.3,33.3,23.0,0.30000000000000004,2023-01-24T23:00:00,2023-01-24T16:00:00,1674576000
72.0,159.9,2023-01-24:15,12.0,21.0,32.0,22.0,0.0,2023-01-24T22:00:00,2023-01-24T15:00:00,1674572400
68.0,143.0,2023-01-24:14,11.0,25.0,29.7,20.33,0.0,2023-01-24T21:00:00,2023-01-24T14:00:00,1674568800
64.0,126.1,2023-01-24:13,10.0,29.0,27.3,18.67,0.0,2023-01-24T20:00:00,2023-01-24T13:00:00,1674565200
61.0,109.1,2023-01-24:12,9.0,33.0,25.0,17.0,0.0,2023-01-24T19:00:00,2023-01-24T12:00:00,1674561600
58.0,96.9,2023-01-24:11,7.0,35.3,22.7,15.67,0.0,2023-01-24T18:00:00,2023-01-24T11:00:00,1674558000
55.0,84.6,2023-01-24:10,5.0,37.7,20.3,14.33,0.0,2023-01-24T17:00:00,2023-01-24T10:00:00,1674554400
52.0,72.4,2023-01-24:09,3.0,40.0,18.0,13.0,0.0,2023-01-24T16:00:00,2023-01-24T09:00:00,1674550800
49.0,69.6,2023-01-24:08,2.3,45.7,16.3,11.67,0.30000000000000004,2023-01-24T15:00:00,2023-01-24T08:00:00,1674547200
43.0,66.9,2023-01-24:07,1.7000000000000002,51.3,14.7,10.33,0.7000000000000001,2023-01-24T14:00:00,2023-01-24T07:00:00,1674543600
37.0,64.2,2023-01-24:06,1.0,57.0,13.0,9.0,1.0,2023-01-24T13:00:00,2023-01-24T06:00:00,1674540000
43.0,71.0,2023-01-24:05,1.3,55.0,14.7,10.33,1.0,2023-01-24T12:00:00,2023-01-24T05:00:00,1674536400
49.0,77.8,2023-01-24:04,1.7000000000000002,53.0,16.3,11.67,1.0,2023-01-24T11:00:00,2023-01-24T04:00:00,1674532800
52.0,84.6,2023-01-24:03,2.0,51.0,18.0,13.0,1.0,2023-01-24T10:00:00,2023-01-24T03:00:00,1674529200
67.0,114.0,2023-01-24:02,4.0,40.7,27.7,19.67,1.0,2023-01-24T09:00:00,2023-01-24T02:00:00,1674525600
81.0,143.4,2023-01-24:01,6.0,30.3,37.3,26.33,1.0,2023-01-24T08:00:00,2023-01-24T01:00:00,1674522000
95.0,172.7,2023-01-24:00,8.0,20.0,47.0,33.0,1.0,2023-01-24T07:00:00,2023-01-24T00:00:00,1674518400
89.0,162.0,2023-01-23:23,7.7,21.0,42.7,30.0,1.0,2023-01-24T06:00:00,2023-01-23T23:00:00,1674514800
82.0,151.3,2023-01-23:22,7.3,22.0,38.3,27.0,1.0,2023-01-24T05:00:00,2023-01-23T22:00:00,1674511200
76.0,140.6,2023-01-23:21,7.0,23.0,34.0,24.0,1.0,2023-01-24T04:00:00,2023-01-23T21:00:00,1674507600
74.0,143.4,2023-01-23:20,8.0,22.0,33.3,23.33,1.0,2023-01-24T03:00:00,2023-01-23T20:00:00,1674504000
73.0,146.1,2023-01-23:19,9.0,21.0,32.7,22.67,1.0,2023-01-24T02:00:00,2023-01-23T19:00:00,1674500400
72.0,148.8,2023-01-23:18,10.0,20.0,32.0,22.0,1.0,2023-01-24T01:00:00,2023-01-23T18:00:00,1674496800
69.0,148.6,2023-01-23:17,10.7,19.7,30.3,21.0,0.7000000000000001,2023-01-24T00:00:00,2023-01-23T17:00:00,1674493200
67.0,148.4,2023-01-23:16,11.3,19.3,28.7,20.0,0.30000000000000004,2023-01-23T23:00:00,2023-01-23T16:00:00,1674489600
65.0,148.2,2023-01-23:15,12.0,19.0,27.0,19.0,0.0,2023-01-23T22:00:00,2023-01-23T15:00:00,1674486000
62.0,134.8,2023-01-23:14,11.3,20.7,24.7,17.33,0.0,2023-01-23T21:00:00,2023-01-23T14:00:00,1674482400
58.0,121.4,2023-01-23:13,10.7,22.3,22.3,15.67,0.0,2023-01-23T20:00:00,2023-01-23T13:00:00,1674478800
54.0,108.0,2023-01-23:12,10.0,24.0,20.0,14.0,0.0,2023-01-23T19:00:00,2023-01-23T12:00:00,1674475200
52.0,93.8,2023-01-23:11,7.0,33.7,18.3,13.0,0.30000000000000004,2023-01-23T18:00:00,2023-01-23T11:00:00,1674471600
50.0,79.6,2023-01-23:10,4.0,43.3,16.7,12.0,0.7000000000000001,2023-01-23T17:00:00,2023-01-23T10:00:00,1674468000
46.0,65.4,2023-01-23:09,1.0,53.0,15.0,11.0,1.0,2023-01-23T16:00:00,2023-01-23T09:00:00,1674464400
51.0,69.3,2023-01-23:08,1.0,55.0,17.3,12.33,1.0,2023-01-23T15:00:00,2023-01-23T08:00:00,1674460800
54.0,73.1,2023-01-23:07,1.0,57.0,19.7,13.67,1.0,2023-01-23T14:00:00,2023-01-23T07:00:00,1674457200
56.0,77.0,2023-01-23:06,1.0,59.0,22.0,15.0,1.0,2023-01-23T13:00:00,2023-01-23T06:00:00,1674453600
60.0,85.8,2023-01-23:05,1.3,56.3,24.3,16.67,1.0,2023-01-23T12:00:00,2023-01-23T05:00:00,1674450000
64.0,94.5,2023-01-23:04,1.7000000000000002,53.7,26.7,18.33,1.0,2023-01-23T11:00:00,2023-01-23T04:00:00,1674446400
67.0,103.3,2023-01-23:03,2.0,51.0,29.0,20.0,1.0,2023-01-23T10:00:00,2023-01-23T03:00:00,1674442800
78.0,127.8,2023-01-23:02,3.7,39.7,36.3,25.0,1.0,2023-01-23T09:00:00,2023-01-23T02:00:00,1674439200
89.0,152.3,2023-01-23:01,5.3,28.3,43.7,30.0,1.0,2023-01-23T08:00:00,2023-01-23T01:00:00,1674435600
100.0,176.8,2023-01-23:00,7.0,17.0,51.0,35.0,1.0,2023-01-23T07:00:00,2023-01-23T00:00:00,1674432000
92.0,166.1,2023-01-22:23,6.7,18.0,46.0,31.67,1.0,2023-01-23T06:00:00,2023-01-22T23:00:00,1674428400
85.0,155.4,2023-01-22:22,6.3,19.0,41.0,28.33,1.0,2023-01-23T05:00:00,2023-01-22T22:00:00,1674424800
78.0,144.7,2023-01-22:21,6.0,20.0,36.0,25.0,1.0,2023-01-23T04:00:00,2023-01-22T21:00:00,1674421200
77.0,150.0,2023-01-22:20,7.0,20.0,35.3,24.67,1.0,2023-01-23T03:00:00,2023-01-22T20:00:00,1674417600
77.0,155.2,2023-01-22:19,8.0,20.0,34.7,24.33,1.0,2023-01-23T02:00:00,2023-01-22T19:00:00,1674414000
76.0,160.5,2023-01-22:18,9.0,20.0,34.0,24.0,1.0,2023-01-23T01:00:00,2023-01-22T18:00:00,1674410400
78.0,170.6,2023-01-22:17,11.0,20.3,35.7,25.0,0.7000000000000001,2023-01-23T00:00:00,2023-01-22T17:00:00,1674406800
80.0,180.7,2023-01-22:16,13.0,20.7,37.3,26.0,0.30000000000000004,2023-01-22T23:00:00,2023-01-22T16:00:00,1674403200
82.0,190.8,2023-01-22:15,15.0,21.0,39.0,27.0,0.0,2023-01-22T22:00:00,2023-01-22T15:00:00,1674399600
76.0,168.1,2023-01-22:14,13.3,25.0,34.7,24.0,0.0,2023-01-22T21:00:00,2023-01-22T14:00:00,1674396000
69.0,145.3,2023-01-22:13,11.7,29.0,30.3,21.0,0.0,2023-01-22T20:00:00,2023-01-22T13:00:00,1674392400
63.0,122.6,2023-01-22:12,10.0,33.0,26.0,18.0,0.0,2023-01-22T19:00:00,2023-01-22T12:00:00,1674388800
59.0,106.8,2023-01-22:11,7.3,39.3,23.3,16.33,0.30000000000000004,2023-01-22T18:00:00,2023-01-22T11:00:00,1674385200
56.0,91.0,2023-01-22:10,4.7,45.7,20.7,14.67,0.7000000000000001,2023-01-22T17:00:00,2023-01-22T10:00:00,1674381600
52.0,75.3,2023-01-22:09,2.0,52.0,18.0,13.0,1.0,2023-01-22T16:00:00,2023-01-22T09:00:00,1674378000
51.0,74.7,2023-01-22:08,1.7000000000000002,56.0,17.7,12.67,1.0,2023-01-22T15:00:00,2023-01-22T08:00:00,1674374400
51.0,74.1,2023-01-22:07,1.3,60.0,17.3,12.33,1.0,2023-01-22T14:00:00,2023-01-22T07:00:00,1674370800
50.0,73.5,2023-01-22:06,1.0,64.0,17.0,12.0,1.0,2023-01-22T13:00:00,2023-01-22T06:00:00,1674367200
51.0,80.1,2023-01-22:05,1.0,63.3,18.3,12.67,1.0,2023-01-22T12:00:00,2023-01-22T05:00:00,1674363600
53.0,86.8,2023-01-22:04,1.0,62.7,19.7,13.33,1.0,2023-01-22T11:00:00,2023-01-22T04:00:00,1674360000
54.0,93.4,2023-01-22:03,1.0,62.0,21.0,14.0,1.0,2023-01-22T10:00:00,2023-01-22T03:00:00,1674356400
64.0,113.0,2023-01-22:02,2.3,48.7,26.7,18.33,0.7000000000000001,2023-01-22T09:00:00,2023-01-22T02:00:00,1674352800
73.0,132.7,2023-01-22:01,3.7,35.3,32.3,22.67,0.30000000000000004,2023-01-22T08:00:00,2023-01-22T01:00:00,1674349200
82.0,152.3,2023-01-22:00,5.0,22.0,38.0,27.0,0.0,2023-01-22T07:00:00,2023-01-22T00:00:00,1674345600
82.0,150.4,2023-01-21:23,5.3,20.0,37.7,26.67,0.30000000000000004,2023-01-22T06:00:00,2023-01-21T23:00:00,1674342000
81.0,148.4,2023-01-21:22,5.7,18.0,37.3,26.33,0.7000000000000001,2023-01-22T05:00:00,2023-01-21T22:00:00,1674338400
80.0,146.5,2023-01-21:21,6.0,16.0,37.0,26.0,1.0,2023-01-22T04:00:00,2023-01-21T21:00:00,1674334800
80.0,150.6,2023-01-21:20,7.3,16.0,37.0,26.0,1.0,2023-01-22T03:00:00,2023-01-21T20:00:00,1674331200
80.0,154.7,2023-01-21:19,8.7,16.0,37.0,26.0,1.0,2023-01-22T02:00:00,2023-01-21T19:00:00,1674327600
80.0,158.7,2023-01-21:18,10.0,16.0,37.0,26.0,1.0,2023-01-22T01:00:00,2023-01-21T18:00:00,1674324000
81.0,164.4,2023-01-21:17,11.3,16.7,38.0,26.33,0.7000000000000001,2023-01-22T00:00:00,2023-01-21T17:00:00,1674320400
82.0,170.0,2023-01-21:16,12.7,17.3,39.0,26.67,0.30000000000000004,2023-01-21T23:00:00,2023-01-21T16:00:00,1674316800
82.0,175.7,2023-01-21:15,14.0,18.0,40.0,27.0,0.0,2023-01-21T22:00:00,2023-01-21T15:00:00,1674313200
79.0,158.9,2023-01-21:14,13.0,20.7,37.0,25.33,0.0,2023-01-21T21:00:00,2023-01-21T14:00:00,1674309600
75.0,142.2,2023-01-21:13,12.0,23.3,34.0,23.67,0.0,2023-01-21T20:00:00,2023-01-21T13:00:00,1674306000
72.0,125.5,2023-01-21:12,11.0,26.0,31.0,22.0,0.0,2023-01-21T19:00:00,2023-01-21T12:00:00,1674302400
66.0,108.7,2023-01-21:11,8.0,33.3,27.7,19.33,0.0,2023-01-21T18:00:00,2023-01-21T11:00:00,1674298800
60.0,92.0,2023-01-21:10,5.0,40.7,24.3,16.67,0.0,2023-01-21T17:00:00,2023-01-21T10:00:00,1674295200
