aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
37.0,45.5,2023-10-03:12,3.0,45.0,17.0,9.0,9.0,2023-10-03T19:00:00,2023-10-03T12:00:00,1696334400
49.0,51.9,2023-10-03:11,2.7,64.3,20.7,11.67,18.0,2023-10-03T18:00:00,2023-10-03T11:00:00,1696330800
55.0,58.4,2023-10-03:10,2.3,83.7,24.3,14.33,27.0,2023-10-03T17:00:00,2023-10-03T10:00:00,1696327200
61.0,64.8,2023-10-03:09,2.0,103.0,28.0,17.0,36.0,2023-10-03T16:00:00,2023-10-03T09:00:00,1696323600
62.0,72.8,2023-10-03:08,2.0,118.3,29.0,17.67,50.3,2023-10-03T15:00:00,2023-10-03T08:00:00,1696320000
67.0,80.7,2023-10-03:07,2.0,133.7,30.0,18.33,64.7,2023-10-03T14:00:00,2023-10-03T07:00:00,1696316400
86.0,88.7,2023-10-03:06,2.0,149.0,31.0,19.0,79.0,2023-10-03T13:00:00,2023-10-03T06:00:00,1696312800
73.0,91.2,2023-10-03:05,3.0,138.7,29.7,18.33,93.3,2023-10-03T12:00:00,2023-10-03T05:00:00,1696309200
62.0,93.8,2023-10-03:04,4.0,128.3,28.3,17.67,107.7,2023-10-03T11:00:00,2023-10-03T04:00:00,1696305600
61.0,96.3,2023-10-03:03,5.0,118.0,27.0,17.0,122.0,2023-10-03T10:00:00,2023-10-03T03:00:00,1696302000
56.0,89.3,2023-10-03:02,5.7,95.0,23.7,14.67,106.7,2023-10-03T09:00:00,2023-10-03T02:00:00,1696298400
51.0,82.3,2023-10-03:01,6.3,72.0,20.3,12.33,91.3,2023-10-03T08:00:00,2023-10-03T01:00:00,1696294800
42.0,75.3,2023-10-03:00,7.0,49.0,17.0,10.0,76.0,2023-10-03T07:00:00,2023-10-03T00:00:00,1696291200
40.0,65.4,2023-10-02:23,6.0,46.7,16.7,9.67,59.3,2023-10-03T06:00:00,2023-10-02T23:00:00,1696287600
39.0,55.4,2023-10-02:22,5.0,44.3,16.3,9.33,42.7,2023-10-03T05:00:00,2023-10-02T22:00:00,1696284000
37.0,45.5,2023-10-02:21,4.0,42.0,16.0,9.0,26.0,2023-10-03T04:00:00,2023-10-02T21:00:00,1696280400
39.0,45.5,2023-10-02:20,4.0,41.7,16.3,9.33,22.3,2023-10-03T03:00:00,2023-10-02T20:00:00,1696276800
40.0,45.5,2023-10-02:19,4.0,41.3,16.7,9.67,18.7,2023-10-03T02:00:00,2023-10-02T19:00:00,1696273200
42.0,45.5,2023-10-02:18,4.0,41.0,17.0,10.0,15.0,2023-10-03T01:00:00,2023-10-02T18:00:00,1696269600
42.0,48.6,2023-10-02:17,4.0,41.3,17.0,10.0,15.3,2023-10-03T00:00:00,2023-10-02T17:00:00,1696266000
42.0,51.7,2023-10-02:16,4.0,41.7,17.0,10.0,15.7,2023-10-02T23:00:00,2023-10-02T16:00:00,1696262400
42.0,54.9,2023-10-02:15,4.0,42.0,17.0,10.0,16.0,2023-10-02T22:00:00,2023-10-02T15:00:00,1696258800
44.0,52.9,2023-10-02:14,3.7,42.3,18.3,10.67,11.3,2023-10-02T21:00:00,2023-10-02T14:00:00,1696255200
47.0,51.0,2023-10-02:13,3.3,42.7,19.7,11.33,6.7,2023-10-02T20:00:00,2023-10-02T13:00:00,1696251600
50.0,49.0,2023-10-02:12,3.0,43.0,21.0,12.0,2.0,2023-10-02T19:00:00,2023-10-02T12:00:00,1696248000
51.0,49.2,2023-10-02:11,2.3,51.3,21.3,12.33,6.7,2023-10-02T18:00:00,2023-10-02T11:00:00,1696244400
51.0,49.4,2023-10-02:10,1.7000000000000002,59.7,21.7,12.67,11.3,2023-10-02T17:00:00,2023-10-02T10:00:00,1696240800
52.0,49.6,2023-10-02:09,1.0,68.0,22.0,13.0,16.0,2023-10-02T16:00:00,2023-10-02T09:00:00,1696237200
53.0,57.8,2023-10-02:08,1.0,84.0,22.3,13.33,28.0,2023-10-02T15:00:00,2023-10-02T08:00:00,1696233600
54.0,65.9,2023-10-02:07,1.0,100.0,22.7,13.67,40.0,2023-10-02T14:00:00,2023-10-02T07:00:00,1696230000
54.0,74.1,2023-10-02:06,1.0,116.0,23.0,14.0,52.0,2023-10-02T13:00:00,2023-10-02T06:00:00,1696226400
53.0,77.4,2023-10-02:05,1.7000000000000002,108.7,22.0,13.33,56.7,2023-10-02T12:00:00,2023-10-02T05:00:00,1696222800
51.0,80.7,2023-10-02:04,2.3,101.3,21.0,12.67,61.3,2023-10-02T11:00:00,2023-10-02T04:00:00,1696219200
50.0,84.0,2023-10-02:03,3.0,94.0,20.0,12.0,66.0,2023-10-02T10:00:00,2023-10-02T03:00:00,1696215600
43.0,80.7,2023-10-02:02,3.7,78.3,17.7,10.33,56.7,2023-10-02T09:00:00,2023-10-02T02:00:00,1696212000
36.0,77.4,2023-10-02:01,4.3,62.7,15.3,8.67,47.3,2023-10-02T08:00:00,2023-10-02T01:00:00,1696208400
29.0,74.1,2023-10-02:00,5.0,47.0,13.0,7.0,38.0,2023-10-02T07:00:00,2023-10-02T00:00:00,1696204800
32.0,66.5,2023-10-01:23,4.3,45.3,13.3,7.67,31.3,2023-10-02T06:00:00,2023-10-01T23:00:00,1696201200
35.0,58.9,2023-10-01:22,3.7,43.7,13.7,8.33,24.7,2023-10-02T05:00:00,2023-10-01T22:00:00,1696197600
37.0,51.4,2023-10-01:21,3.0,42.0,14.0,9.0,18.0,2023-10-02T04:00:00,2023-10-01T21:00:00,1696194000
37.0,51.0,2023-10-01:20,3.0,42.0,14.0,9.0,14.7,2023-10-02T03:00:00,2023-10-01T20:00:00,1696190400
37.0,50.6,2023-10-01:19,3.0,42.0,14.0,9.0,11.3,2023-10-02T02:00:00,2023-10-01T19:00:00,1696186800
37.0,50.2,2023-10-01:18,3.0,42.0,14.0,9.0,8.0,2023-10-02T01:00:00,2023-10-01T18:00:00,1696183200
36.0,52.5,2023-10-01:17,3.3,42.3,13.7,8.67,7.0,2023-10-02T00:00:00,2023-10-01T17:00:00,1696179600
35.0,54.9,2023-10-01:16,3.7,42.7,13.3,8.33,6.0,2023-10-01T23:00:00,2023-10-01T16:00:00,1696176000
33.0,57.2,2023-10-01:15,4.0,43.0,13.0,8.0,5.0,2023-10-01T22:00:00,2023-10-01T15:00:00,1696172400
36.0,55.8,2023-10-01:14,3.7,44.7,14.3,8.67,7.0,2023-10-01T21:00:00,2023-10-01T14:00:00,1696168800
39.0,54.5,2023-10-01:13,3.3,46.3,15.7,9.33,9.0,2023-10-01T20:00:00,2023-10-01T13:00:00,1696165200
42.0,53.1,2023-10-01:12,3.0,48.0,17.0,10.0,11.0,2023-10-01T19:00:00,2023-10-01T12:00:00,1696161600
46.0,56.8,2023-10-01:11,2.3,61.7,18.3,11.0,17.0,2023-10-01T18:00:00,2023-10-01T11:00:00,1696158000
50.0,60.5,2023-10-01:10,1.7000000000000002,75.3,19.7,12.0,23.0,2023-10-01T17:00:00,2023-10-01T10:00:00,1696154400
52.0,64.2,2023-10-01:09,1.0,89.0,21.0,13.0,29.0,2023-10-01T16:00:00,2023-10-01T09:00:00,1696150800
54.0,73.5,2023-10-01:08,1.0,103.3,22.0,13.67,35.0,2023-10-01T15:00:00,2023-10-01T08:00:00,1696147200
55.0,82.9,2023-10-01:07,1.0,117.7,23.0,14.33,41.0,2023-10-01T14:00:00,2023-10-01T07:00:00,1696143600
65.0,92.2,2023-10-01:06,1.0,132.0,24.0,15.0,47.0,2023-10-01T13:00:00,2023-10-01T06:00:00,1696140000
56.0,91.4,2023-10-01:05,1.3,121.7,23.0,14.67,50.3,2023-10-01T12:00:00,2023-10-01T05:00:00,1696136400
55.0,90.7,2023-10-01:04,1.7000000000000002,111.3,22.0,14.33,53.7,2023-10-01T11:00:00,2023-10-01T04:00:00,1696132800
54.0,89.9,2023-10-01:03,2.0,101.0,21.0,14.0,57.0,2023-10-01T10:00:00,2023-10-01T03:00:00,1696129200
49.0,83.3,2023-10-01:02,2.7,82.3,17.7,11.67,48.0,2023-10-01T09:00:00,2023-10-01T02:00:00,1696125600
39.0,76.6,2023-10-01:01,3.3,63.7,14.3,9.33,39.0,2023-10-01T08:00:00,2023-10-01T01:00:00,1696122000
29.0,70.0,2023-10-01:00,4.0,45.0,11.0,7.0,30.0,2023-10-01T07:00:00,2023-10-01T00:00:00,1696118400
32.0,64.6,2023-09-30:23,3.7,44.0,12.0,7.67,23.7,2023-10-01T06:00:00,2023-09-30T23:00:00,1696114800
35.0,59.1,2023-09-30:22,3.3,43.0,13.0,8.33,17.3,2023-10-01T05:00:00,2023-09-30T22:00:00,1696111200
37.0,53.7,2023-09-30:21,3.0,42.0,14.0,9.0,11.0,2023-10-01T04:00:00,2023-09-30T21:00:00,1696107600
36.0,55.2,2023-09-30:20,3.0,43.7,14.0,8.67,9.7,2023-10-01T03:00:00,2023-09-30T20:00:00,1696104000
35.0,56.8,2023-09-30:19,3.0,45.3,14.0,8.33,8.3,2023-10-01T02:00:00,2023-09-30T19:00:00,1696100400
33.0,58.4,2023-09-30:18,3.0,47.0,14.0,8.0,7.0,2023-10-01T01:00:00,2023-09-30T18:00:00,1696096800
32.0,59.7,2023-09-30:17,3.3,46.3,13.3,7.67,6.3,2023-10-01T00:00:00,2023-09-30T17:00:00,1696093200
31.0,61.1,2023-09-30:16,3.7,45.7,12.7,7.33,5.7,2023-09-30T23:00:00,2023-09-30T16:00:00,1696089600
29.0,62.4,2023-09-30:15,4.0,45.0,12.0,7.0,5.0,2023-09-30T22:00:00,2023-09-30T15:00:00,1696086000
33.0,65.2,2023-09-30:14,4.0,47.7,13.3,8.0,8.3,2023-09-30T21:00:00,2023-09-30T14:00:00,1696082400
37.0,67.9,2023-09-30:13,4.0,50.3,14.7,9.0,11.7,2023-09-30T20:00:00,2023-09-30T13:00:00,1696078800
42.0,70.6,2023-09-30:12,4.0,53.0,16.0,10.0,15.0,2023-09-30T19:00:00,2023-09-30T12:00:00,1696075200
51.0,71.2,2023-09-30:11,3.0,68.3,20.0,12.67,20.3,2023-09-30T18:00:00,2023-09-30T11:00:00,1696071600
57.0,71.8,2023-09-30:10,2.0,83.7,24.0,15.33,25.7,2023-09-30T17:00:00,2023-09-30T10:00:00,1696068000
63.0,72.4,2023-09-30:09,1.0,99.0,28.0,18.0,31.0,2023-09-30T16:00:00,2023-09-30T09:00:00,1696064400
64.0,73.9,2023-09-30:08,1.0,104.7,28.0,18.33,32.7,2023-09-30T15:00:00,2023-09-30T08:00:00,1696060800
64.0,75.5,2023-09-30:07,1.0,110.3,28.0,18.67,34.3,2023-09-30T14:00:00,2023-09-30T07:00:00,1696057200
65.0,77.0,2023-09-30:06,1.0,116.0,28.0,19.0,36.0,2023-09-30T13:00:00,2023-09-30T06:00:00,1696053600
63.0,76.6,2023-09-30:05,1.3,109.0,26.7,18.0,43.0,2023-09-30T12:00:00,2023-09-30T05:00:00,1696050000
61.0,76.3,2023-09-30:04,1.7000000000000002,102.0,25.3,17.0,50.0,2023-09-30T11:00:00,2023-09-30T04:00:00,1696046400
59.0,75.9,2023-09-30:03,2.0,95.0,24.0,16.0,57.0,2023-09-30T10:00:00,2023-09-30T03:00:00,1696042800
54.0,73.7,2023-09-30:02,2.7,79.7,20.7,13.67,48.0,2023-09-30T09:00:00,2023-09-30T02:00:00,1696039200
47.0,71.6,2023-09-30:01,3.3,64.3,17.3,11.33,39.0,2023-09-30T08:00:00,2023-09-30T01:00:00,1696035600
37.0,69.4,2023-09-30:00,4.0,49.0,14.0,9.0,30.0,2023-09-30T07:00:00,2023-09-30T00:00:00,1696032000
37.0,66.1,2023-09-29:23,3.7,45.7,13.7,9.0,22.3,2023-09-30T06:00:00,2023-09-29T23:00:00,1696028400
37.0,62.8,2023-09-29:22,3.3,42.3,13.3,9.0,14.7,2023-09-30T05:00:00,2023-09-29T22:00:00,1696024800
37.0,59.5,2023-09-29:21,3.0,39.0,13.0,9.0,7.0,2023-09-30T04:00:00,2023-09-29T21:00:00,1696021200
39.0,63.0,2023-09-29:20,3.7,37.7,13.7,9.33,7.7,2023-09-30T03:00:00,2023-09-29T20:00:00,1696017600
40.0,66.5,2023-09-29:19,4.3,36.3,14.3,9.67,8.3,2023-09-30T02:00:00,2023-09-29T19:00:00,1696014000
42.0,70.0,2023-09-29:18,5.0,35.0,15.0,10.0,9.0,2023-09-30T01:00:00,2023-09-29T18:00:00,1696010400
46.0,73.5,2023-09-29:17,5.7,35.0,16.3,11.0,11.0,2023-09-30T00:00:00,2023-09-29T17:00:00,1696006800
50.0,77.0,2023-09-29:16,6.3,35.0,17.7,12.0,13.0,2023-09-29T23:00:00,2023-09-29T16:00:00,1696003200
52.0,80.5,2023-09-29:15,7.0,35.0,19.0,13.0,15.0,2023-09-29T22:00:00,2023-09-29T15:00:00,1695999600
53.0,80.3,2023-09-29:14,6.3,42.3,19.7,13.33,16.3,2023-09-29T21:00:00,2023-09-29T14:00:00,1695996000
54.0,80.1,2023-09-29:13,5.7,49.7,20.3,13.67,17.7,2023-09-29T20:00:00,2023-09-29T13:00:00,1695992400
54.0,80.0,2023-09-29:12,5.0,57.0,21.0,14.0,19.0,2023-09-29T19:00:00,2023-09-29T12:00:00,1695988800
55.0,76.1,2023-09-29:11,4.0,75.0,22.0,14.33,24.0,2023-09-29T18:00:00,2023-09-29T11:00:00,1695985200
56.0,72.2,2023-09-29:10,3.0,93.0,23.0,14.67,29.0,2023-09-29T17:00:00,2023-09-29T10:00:00,1695981600
56.0,68.3,2023-09-29:09,2.0,111.0,24.0,15.0,34.0,2023-09-29T16:00:00,2023-09-29T09:00:00,1695978000
58.0,70.4,2023-09-29:08,1.7000000000000002,117.0,24.7,15.67,37.3,2023-09-29T15:00:00,2023-09-29T08:00:00,1695974400
59.0,72.6,2023-09-29:07,1.3,123.0,25.3,16.33,40.7,2023-09-29T14:00:00,2023-09-29T07:00:00,1695970800
61.0,74.7,2023-09-29:06,1.0,129.0,26.0,17.0,44.0,2023-09-29T13:00:00,2023-09-29T06:00:00,1695967200
59.0,72.6,2023-09-29:05,1.3,118.0,25.0,16.33,43.7,2023-09-29T12:00:00,2023-09-29T05:00:00,1695963600
58.0,70.4,2023-09-29:04,1.7000000000000002,107.0,24.0,15.67,43.3,2023-09-29T11:00:00,2023-09-29T04:00:00,1695960000
56.0,68.3,2023-09-29:03,2.0,96.0,23.0,15.0,43.0,2023-09-29T10:00:00,2023-09-29T03:00:00,1695956400
54.0,66.9,2023-09-29:02,2.7,77.0,21.0,13.67,34.0,2023-09-29T09:00:00,2023-09-29T02:00:00,1695952800
51.0,65.6,2023-09-29:01,3.3,58.0,19.0,12.33,25.0,2023-09-29T08:00:00,2023-09-29T01:00:00,1695949200
46.0,64.2,2023-09-29:00,4.0,39.0,17.0,11.0,16.0,2023-09-29T07:00:00,2023-09-29T00:00:00,1695945600
49.0,70.4,2023-09-28:23,4.7,44.0,18.0,11.67,27.0,2023-09-29T06:00:00,2023-09-28T23:00:00,1695942000
51.0,76.6,2023-09-28:22,5.3,49.0,19.0,12.33,38.0,2023-09-29T05:00:00,2023-09-28T22:00:00,1695938400
52.0,82.9,2023-09-28:21,6.0,54.0,20.0,13.0,49.0,2023-09-29T04:00:00,2023-09-28T21:00:00,1695934800
54.0,93.8,2023-09-28:20,6.3,57.3,20.7,13.67,47.0,2023-09-29T03:00:00,2023-09-28T20:00:00,1695931200
55.0,104.7,2023-09-28:19,6.7,60.7,21.3,14.33,45.0,2023-09-29T02:00:00,2023-09-28T19:00:00,1695927600
56.0,115.6,2023-09-28:18,7.0,64.0,22.0,15.0,43.0,2023-09-29T01:00:00,2023-09-28T18:00:00,1695924000
59.0,118.5,2023-09-28:17,7.0,70.7,24.0,16.0,41.7,2023-09-29T00:00:00,2023-09-28T17:00:00,1695920400
61.0,121.4,2023-09-28:16,7.0,77.3,26.0,17.0,40.3,2023-09-28T23:00:00,2023-09-28T16:00:00,1695916800
63.0,124.3,2023-09-28:15,7.0,84.0,28.0,18.0,39.0,2023-09-28T22:00:00,2023-09-28T15:00:00,1695913200
61.0,111.9,2023-09-28:14,6.0,89.7,26.7,17.0,37.7,2023-09-28T21:00:00,2023-09-28T14:00:00,1695909600
59.0,99.4,2023-09-28:13,5.0,95.3,25.3,16.0,36.3,2023-09-28T20:00:00,2023-09-28T13:00:00,1695906000
56.0,87.0,2023-09-28:12,4.0,101.0,24.0,15.0,35.0,2023-09-28T19:00:00,2023-09-28T12:00:00,1695902400
59.0,86.8,2023-09-28:11,3.7,119.3,25.7,16.0,39.7,2023-09-28T18:00:00,2023-09-28T11:00:00,1695898800
72.0,86.6,2023-09-28:10,3.3,137.7,27.3,17.0,44.3,2023-09-28T17:00:00,2023-09-28T10:00:00,1695895200
95.0,86.4,2023-09-28:09,3.0,156.0,29.0,18.0,49.0,2023-09-28T16:00:00,2023-09-28T09:00:00,1695891600
88.0,83.6,2023-09-28:08,2.7,150.7,29.7,18.33,50.3,2023-09-28T15:00:00,2023-09-28T08:00:00,1695888000
82.0,80.9,2023-09-28:07,2.3,145.3,30.3,18.67,51.7,2023-09-28T14:00:00,2023-09-28T07:00:00,1695884400
75.0,78.2,2023-09-28:06,2.0,140.0,31.0,19.0,53.0,2023-09-28T13:00:00,2023-09-28T06:00:00,1695880800
61.0,75.7,2023-09-28:05,2.3,124.3,28.0,17.0,49.3,2023-09-28T12:00:00,2023-09-28T05:00:00,1695877200
56.0,73.1,2023-09-28:04,2.7,108.7,25.0,15.0,45.7,2023-09-28T11:00:00,2023-09-28T04:00:00,1695873600
52.0,70.6,2023-09-28:03,3.0,93.0,22.0,13.0,42.0,2023-09-28T10:00:00,2023-09-28T03:00:00,1695870000
52.0,72.0,2023-09-28:02,4.0,76.3,21.0,13.0,38.3,2023-09-28T09:00:00,2023-09-28T02:00:00,1695866400
52.0,73.3,2023-09-28:01,5.0,59.7,20.0,13.0,34.7,2023-09-28T08:00:00,2023-09-28T01:00:00,1695862800
52.0,74.7,2023-09-28:00,6.0,43.0,19.0,13.0,31.0,2023-09-28T07:00:00,2023-09-28T00:00:00,1695859200
51.0,70.6,2023-09-27:23,5.7,41.7,19.3,12.67,29.3,2023-09-28T06:00:00,2023-09-27T23:00:00,1695855600
51.0,66.5,2023-09-27:22,5.3,40.3,19.7,12.33,27.7,2023-09-28T05:00:00,2023-09-27T22:00:00,1695852000
50.0,62.4,2023-09-27:21,5.0,39.0,20.0,12.0,26.0,2023-09-28T04:00:00,2023-09-27T21:00:00,1695848400
51.0,65.4,2023-09-27:20,5.3,38.0,20.3,12.33,24.7,2023-09-28T03:00:00,2023-09-27T20:00:00,1695844800
51.0,68.3,2023-09-27:19,5.7,37.0,20.7,12.67,23.3,2023-09-28T02:00:00,2023-09-27T19:00:00,1695841200
52.0,71.2,2023-09-27:18,6.0,36.0,21.0,13.0,22.0,2023-09-28T01:00:00,2023-09-27T18:00:00,1695837600
54.0,75.9,2023-09-27:17,6.3,37.0,22.0,13.67,20.7,2023-09-28T00:00:00,2023-09-27T17:00:00,1695834000
55.0,80.5,2023-09-27:16,6.7,38.0,23.0,14.33,19.3,2023-09-27T23:00:00,2023-09-27T16:00:00,1695830400
56.0,85.2,2023-09-27:15,7.0,39.0,24.0,15.0,18.0,2023-09-27T22:00:00,2023-09-27T15:00:00,1695826800
57.0,86.2,2023-09-27:14,6.7,51.3,24.3,15.33,23.0,2023-09-27T21:00:00,2023-09-27T14:00:00,1695823200
58.0,87.2,2023-09-27:13,6.3,63.7,24.7,15.67,28.0,2023-09-27T20:00:00,2023-09-27T13:00:00,1695819600
59.0,88.1,2023-09-27:12,6.0,76.0,25.0,16.0,33.0,2023-09-27T19:00:00,2023-09-27T12:00:00,1695816000
60.0,85.8,2023-09-27:11,4.7,101.7,26.3,16.67,41.3,2023-09-27T18:00:00,2023-09-27T11:00:00,1695812400
62.0,83.5,2023-09-27:10,3.3,127.3,27.7,17.33,49.7,2023-09-27T17:00:00,2023-09-27T10:00:00,1695808800
91.0,81.1,2023-09-27:09,2.0,153.0,29.0,18.0,58.0,2023-09-27T16:00:00,2023-09-27T09:00:00,1695805200
89.0,81.5,2023-09-27:08,2.0,151.0,28.7,18.0,60.3,2023-09-27T15:00:00,2023-09-27T08:00:00,1695801600
86.0,81.9,2023-09-27:07,2.0,149.0,28.3,18.0,62.7,2023-09-27T14:00:00,2023-09-27T07:00:00,1695798000
84.0,82.3,2023-09-27:06,2.0,147.0,28.0,18.0,65.0,2023-09-27T13:00:00,2023-09-27T06:00:00,1695794400
69.0,81.1,2023-09-27:05,2.0,135.3,27.3,17.67,72.3,2023-09-27T12:00:00,2023-09-27T05:00:00,1695790800
62.0,80.0,2023-09-27:04,2.0,123.7,26.7,17.33,79.7,2023-09-27T11:00:00,2023-09-27T04:00:00,1695787200
61.0,78.8,2023-09-27:03,2.0,112.0,26.0,17.0,87.0,2023-09-27T10:00:00,2023-09-27T03:00:00,1695783600
56.0,79.2,2023-09-27:02,3.3,91.0,23.0,15.0,82.7,2023-09-27T09:00:00,2023-09-27T02:00:00,1695780000
52.0,79.6,2023-09-27:01,4.7,70.0,20.0,13.0,78.3,2023-09-27T08:00:00,2023-09-27T01:00:00,1695776400
46.0,80.0,2023-09-27:00,6.0,49.0,17.0,11.0,74.0,2023-09-27T07:00:00,2023-09-27T00:00:00,1695772800
49.0,76.6,2023-09-26:23,5.7,50.3,18.3,11.67,76.3,2023-09-27T06:00:00,2023-09-26T23:00:00,1695769200
51.0,73.3,2023-09-26:22,5.3,51.7,19.7,12.33,78.7,2023-09-27T05:00:00,2023-09-26T22:00:00,1695765600
52.0,70.0,2023-09-26:21,5.0,53.0,21.0,13.0,81.0,2023-09-27T04:00:00,2023-09-26T21:00:00,1695762000
52.0,73.3,2023-09-26:20,5.3,55.7,21.0,13.0,81.0,2023-09-27T03:00:00,2023-09-26T20:00:00,1695758400
52.0,76.6,2023-09-26:19,5.7,58.3,21.0,13.0,81.0,2023-09-27T02:00:00,2023-09-26T19:00:00,1695754800
52.0,80.0,2023-09-26:18,6.0,61.0,21.0,13.0,81.0,2023-09-27T01:00:00,2023-09-26T18:00:00,1695751200
53.0,83.8,2023-09-26:17,6.3,65.3,21.7,13.33,78.7,2023-09-27T00:00:00,2023-09-26T17:00:00,1695747600
54.0,87.7,2023-09-26:16,6.7,69.7,22.3,13.67,76.3,2023-09-26T23:00:00,2023-09-26T16:00:00,1695744000
54.0,91.6,2023-09-26:15,7.0,74.0,23.0,14.0,74.0,2023-09-26T22:00:00,2023-09-26T15:00:00,1695740400
56.0,90.8,2023-09-26:14,6.7,78.0,24.7,15.0,64.3,2023-09-26T21:00:00,2023-09-26T14:00:00,1695736800
59.0,90.1,2023-09-26:13,6.3,82.0,26.3,16.0,54.7,2023-09-26T20:00:00,2023-09-26T13:00:00,1695733200
61.0,89.3,2023-09-26:12,6.0,86.0,28.0,17.0,45.0,2023-09-26T19:00:00,2023-09-26T12:00:00,1695729600
63.0,83.1,2023-09-26:11,4.7,98.7,29.0,18.0,47.7,2023-09-26T18:00:00,2023-09-26T11:00:00,1695726000
65.0,76.8,2023-09-26:10,3.3,111.3,30.0,19.0,50.3,2023-09-26T17:00:00,2023-09-26T10:00:00,1695722400
67.0,70.6,2023-09-26:09,2.0,124.0,31.0,20.0,53.0,2023-09-26T16:00:00,2023-09-26T09:00:00,1695718800
64.0,72.0,2023-09-26:08,1.7000000000000002,125.0,29.0,18.67,55.3,2023-09-26T15:00:00,2023-09-26T08:00:00,1695715200
62.0,73.3,2023-09-26:07,1.3,126.0,27.0,17.33,57.7,2023-09-26T14:00:00,2023-09-26T07:00:00,1695711600
59.0,74.7,2023-09-26:06,1.0,127.0,25.0,16.0,60.0,2023-09-26T13:00:00,2023-09-26T06:00:00,1695708000
59.0,76.3,2023-09-26:05,2.0,119.3,24.7,16.0,71.0,2023-09-26T12:00:00,2023-09-26T05:00:00,1695704400
59.0,77.8,2023-09-26:04,3.0,111.7,24.3,16.0,82.0,2023-09-26T11:00:00,2023-09-26T04:00:00,1695700800
59.0,79.4,2023-09-26:03,4.0,104.0,24.0,16.0,93.0,2023-09-26T10:00:00,2023-09-26T03:00:00,1695697200
53.0,75.7,2023-09-26:02,4.7,82.7,20.7,13.33,77.3,2023-09-26T09:00:00,2023-09-26T02:00:00,1695693600
44.0,72.0,2023-09-26:01,5.3,61.3,17.3,10.67,61.7,2023-09-26T08:00:00,2023-09-26T01:00:00,1695690000
33.0,68.3,2023-09-26:00,6.0,40.0,14.0,8.0,46.0,2023-09-26T07:00:00,2023-09-26T00:00:00,1695686400
35.0,65.0,2023-09-25:23,5.7,39.0,14.3,8.33,40.7,2023-09-26T06:00:00,2023-09-25T23:00:00,1695682800
36.0,61.7,2023-09-25:22,5.3,38.0,14.7,8.67,35.3,2023-09-26T05:00:00,2023-09-25T22:00:00,1695679200
37.0,58.4,2023-09-25:21,5.0,37.0,15.0,9.0,30.0,2023-09-26T04:00:00,2023-09-25T21:00:00,1695675600
42.0,58.2,2023-09-25:20,4.7,37.0,16.3,10.0,25.3,2023-09-26T03:00:00,2023-09-25T20:00:00,1695672000
46.0,58.0,2023-09-25:19,4.3,37.0,17.7,11.0,20.7,2023-09-26T02:00:00,2023-09-25T19:00:00,1695668400
50.0,57.8,2023-09-25:18,4.0,37.0,19.0,12.0,16.0,2023-09-26T01:00:00,2023-09-25T18:00:00,1695664800
49.0,58.2,2023-09-25:17,4.0,36.7,18.7,11.67,13.3,2023-09-26T00:00:00,2023-09-25T17:00:00,1695661200
47.0,58.6,2023-09-25:16,4.0,36.3,18.3,11.33,10.7,2023-09-25T23:00:00,2023-09-25T16:00:00,1695657600
46.0,58.9,2023-09-25:15,4.0,36.0,18.0,11.0,8.0,2023-09-25T22:00:00,2023-09-25T15:00:00,1695654000
49.0,62.6,2023-09-25:14,4.0,41.7,19.0,11.67,8.3,2023-09-25T21:00:00,2023-09-25T14:00:00,1695650400
51.0,66.3,2023-09-25:13,4.0,47.3,20.0,12.33,8.7,2023-09-25T20:00:00,2023-09-25T13:00:00,1695646800
52.0,70.0,2023-09-25:12,4.0,53.0,21.0,13.0,9.0,2023-09-25T19:00:00,2023-09-25T12:00:00,1695643200
54.0,69.8,2023-09-25:11,3.3,70.0,21.7,13.67,14.7,2023-09-25T18:00:00,2023-09-25T11:00:00,1695639600
55.0,69.6,2023-09-25:10,2.7,87.0,22.3,14.33,20.3,2023-09-25T17:00:00,2023-09-25T10:00:00,1695636000
56.0,69.4,2023-09-25:09,2.0,104.0,23.0,15.0,26.0,2023-09-25T16:00:00,2023-09-25T09:00:00,1695632400
58.0,77.8,2023-09-25:08,1.7000000000000002,117.3,24.0,15.67,34.7,2023-09-25T15:00:00,2023-09-25T08:00:00,1695628800
63.0,86.2,2023-09-25:07,1.3,130.7,25.0,16.33,43.3,2023-09-25T14:00:00,2023-09-25T07:00:00,1695625200
80.0,94.5,2023-09-25:06,1.0,144.0,26.0,17.0,52.0,2023-09-25T13:00:00,2023-09-25T06:00:00,1695621600
72.0,95.5,2023-09-25:05,1.7000000000000002,137.7,26.3,17.0,73.0,2023-09-25T12:00:00,2023-09-25T05:00:00,1695618000
64.0,96.5,2023-09-25:04,2.3,131.3,26.7,17.0,94.0,2023-09-25T11:00:00,2023-09-25T04:00:00,1695614400
61.0,97.5,2023-09-25:03,3.0,125.0,27.0,17.0,115.0,2023-09-25T10:00:00,2023-09-25T03:00:00,1695610800
55.0,93.4,2023-09-25:02,4.7,98.7,22.7,14.33,106.0,2023-09-25T09:00:00,2023-09-25T02:00:00,1695607200
49.0,89.3,2023-09-25:01,6.3,72.3,18.3,11.67,97.0,2023-09-25T08:00:00,2023-09-25T01:00:00,1695603600
